HEXUKI Simulation Results
Timestamp,2025-10-21T22:54:47.758Z
Games Played,2700
Elapsed Time,29444.1s
MCTS Simulations,1000
Minimax Endgame,true

OVERALL STATISTICS
Player,Wins,Win %,Avg Score,Draws
Player 1,1082,40.1%,1455.7,6
Player 2,1612,59.7%,1485.8,6

OPENING ANALYSIS (First 4 Moves)
Opening Sequence,Games,P1 Wins,P2 Wins,Draws,P1 Win %,Avg Score Diff
"h14t9-h17t1-h7t8-h16t9",1,0,1,0,0.0%,-201.0
"h14t9-h11t2-h16t1-h6t9",1,1,0,0,100.0%,379.0
"h14t9-h17t1-h4t7-h16t8",1,0,1,0,0.0%,-455.0
"h14t9-h17t1-h15t8-h4t4",1,1,0,0,100.0%,362.0
"h14t9-h6t3-h16t2-h17t2",1,1,0,0,100.0%,83.0
"h14t9-h17t1-h15t8-h16t8",1,0,1,0,0.0%,-1941.0
"h14t9-h17t1-h16t3-h13t8",1,0,1,0,0.0%,-178.0
"h14t9-h16t8-h11t5-h17t1",1,0,1,0,0.0%,-379.0
"h14t9-h17t1-h16t2-h13t7",1,0,1,0,0.0%,-114.0
"h14t9-h17t1-h16t3-h15t2",1,0,1,0,0.0%,-145.0
"h14t9-h11t1-h16t2-h13t7",1,1,0,0,100.0%,184.0
"h14t9-h17t1-h11t2-h15t2",1,0,1,0,0.0%,-232.0
"h14t9-h17t1-h6t3-h16t9",1,0,1,0,0.0%,-260.0
"h14t9-h11t2-h17t7-h16t8",1,0,1,0,0.0%,-59.0
"h14t9-h16t7-h11t3-h17t3",1,0,1,0,0.0%,-542.0
"h14t9-h17t1-h7t4-h4t7",1,0,1,0,0.0%,-275.0
"h14t9-h17t1-h16t2-h11t9",1,0,1,0,0.0%,-65.0
"h14t9-h17t1-h12t2-h7t2",1,0,1,0,0.0%,-318.0
"h14t9-h17t2-h16t1-h15t1",1,0,1,0,0.0%,-116.0
"h14t9-h16t9-h12t1-h17t2",1,0,1,0,0.0%,-256.0
"h14t9-h17t1-h15t7-h10t5",1,1,0,0,100.0%,107.0
"h14t9-h17t1-h4t8-h1t2",1,0,1,0,0.0%,-501.0
"h14t9-h16t7-h18t8-h12t8",1,1,0,0,100.0%,123.0
"h14t9-h11t3-h13t1-h12t9",1,1,0,0,100.0%,103.0

MOVE 1 ANALYSIS (P1 Opening Moves)
Move,Games,P1 Wins,P2 Wins,Draws,P1 Win %,Avg Score Diff
h4t1,50,8,42,0,16.0%,-328.8
h4t2,50,16,34,0,32.0%,-104.7
h4t3,50,21,29,0,42.0%,-40.5
h4t4,50,21,28,1,42.0%,26.4
h4t5,50,24,26,0,48.0%,42.4
h4t6,50,27,23,0,54.0%,35.5
h4t7,50,15,35,0,30.0%,-96.0
h4t8,50,11,39,0,22.0%,-132.5
h4t9,50,12,38,0,24.0%,-345.2
h6t1,50,1,49,0,2.0%,-337.3
h6t2,50,6,44,0,12.0%,-201.3
h6t3,50,25,25,0,50.0%,-74.3
h6t4,50,22,28,0,44.0%,72.8
h6t5,50,32,18,0,64.0%,181.9
h6t6,50,36,14,0,72.0%,357.7
h6t7,50,33,17,0,66.0%,402.1
h6t8,50,22,27,1,44.0%,23.3
h6t9,50,32,18,0,64.0%,232.1
h7t1,50,2,48,0,4.0%,-458.6
h7t2,50,16,34,0,32.0%,-217.9
h7t3,50,16,34,0,32.0%,-101.8
h7t4,50,20,30,0,40.0%,-44.4
h7t5,50,26,24,0,52.0%,54.3
h7t6,50,32,18,0,64.0%,196.6
h7t7,50,30,20,0,60.0%,193.6
h7t8,50,34,14,2,68.0%,205.4
h7t9,50,35,15,0,70.0%,168.6
h11t1,50,1,49,0,2.0%,-352.6
h11t2,50,9,41,0,18.0%,-229.0
h11t3,50,18,31,1,36.0%,-54.5
h11t4,50,21,29,0,42.0%,22.0
h11t5,50,24,26,0,48.0%,-20.2
h11t6,50,24,26,0,48.0%,-12.9
h11t7,50,29,21,0,58.0%,144.6
h11t8,50,25,25,0,50.0%,24.7
h11t9,50,36,14,0,72.0%,158.2
h12t1,50,5,45,0,10.0%,-398.8
h12t2,50,7,43,0,14.0%,-207.7
h12t3,50,23,27,0,46.0%,32.3
h12t4,50,25,25,0,50.0%,67.9
h12t5,50,30,20,0,60.0%,218.9
h12t6,50,32,17,1,64.0%,202.8
h12t7,50,31,19,0,62.0%,319.4
h12t8,50,19,31,0,38.0%,95.4
h12t9,50,13,37,0,26.0%,-80.7
h14t1,50,8,42,0,16.0%,-264.6
h14t2,50,18,32,0,36.0%,-30.2
h14t3,50,16,34,0,32.0%,-69.1
h14t4,50,26,24,0,52.0%,-30.3
h14t5,50,17,33,0,34.0%,-136.3
h14t6,50,22,28,0,44.0%,-23.9
h14t7,50,7,43,0,14.0%,-310.0
h14t8,50,12,38,0,24.0%,-184.1
h14t9,50,9,41,0,18.0%,-216.6

MOVE 2 ANALYSIS (P2 First Moves)
Move,Games,P1 Wins,P2 Wins,Draws,P2 Win %,Avg Score Diff (P1 perspective)
h1t1,250,89,161,0,64.4%,-65.9
h17t1,221,77,144,0,65.2%,-47.9
h16t9,116,17,99,0,85.3%,-214.6
h2t9,102,27,75,0,73.5%,-202.8
h16t8,81,12,69,0,85.2%,-288.7
h1t2,68,26,42,0,61.8%,109.4
h17t2,66,24,42,0,63.6%,-19.0
h6t1,63,19,44,0,69.8%,-114.2
h4t1,62,38,23,1,37.1%,192.8
h2t8,57,17,40,0,70.2%,-208.0
h12t1,50,18,32,0,64.0%,-55.5
h14t1,44,28,16,0,36.4%,152.3
h10t1,44,23,21,0,47.7%,153.9
h2t7,42,7,34,1,81.0%,-305.6
h8t1,39,22,17,0,43.6%,65.6
h14t2,39,21,18,0,46.2%,-9.4
h4t9,36,24,12,0,33.3%,92.6
h4t8,35,23,12,0,34.3%,325.5
h16t7,35,6,29,0,82.9%,-239.8
h14t9,33,14,19,0,57.6%,35.3
h6t2,30,13,17,0,56.7%,-79.0
h4t2,30,16,14,0,46.7%,171.6
h1t3,27,8,19,0,70.4%,-82.3
h8t2,27,17,10,0,37.0%,292.1
h14t8,26,13,13,0,50.0%,47.4
h6t8,25,12,12,1,48.0%,384.0
h17t3,24,7,17,0,70.8%,-149.2
h4t6,23,9,14,0,60.9%,-193.0
h8t8,23,8,15,0,65.2%,36.0
h4t7,23,11,12,0,52.2%,-67.5
h2t6,22,4,18,0,81.8%,-315.8
h14t7,22,9,13,0,59.1%,93.8
h4t5,22,10,12,0,54.5%,74.0
h12t3,21,11,10,0,47.6%,47.9
h12t4,21,9,12,0,57.1%,-38.4
h6t9,21,8,13,0,61.9%,28.3
h14t3,21,12,9,0,42.9%,126.4
h16t6,21,6,14,1,66.7%,-121.5
h7t4,20,5,15,0,75.0%,-178.8
h12t9,20,16,4,0,20.0%,424.0
h7t2,20,14,6,0,30.0%,143.6
h7t5,20,10,10,0,50.0%,13.1
h14t6,20,5,15,0,75.0%,-158.0
h11t5,19,5,14,0,73.7%,-161.3
h7t1,19,17,2,0,10.5%,422.5
h4t3,19,10,8,1,42.1%,128.9
h12t7,18,8,10,0,55.6%,18.4
h10t9,18,6,12,0,66.7%,-133.4
h7t9,17,10,7,0,41.2%,97.8
h11t8,17,10,7,0,41.2%,115.8
h7t6,17,11,6,0,35.3%,244.6
h12t5,17,8,9,0,52.9%,92.5
h12t2,17,8,9,0,52.9%,-21.1
h8t9,17,8,8,1,47.1%,-39.8
h10t7,17,3,14,0,82.4%,-305.5
h6t6,17,7,10,0,58.8%,24.4
h10t2,17,13,4,0,23.5%,276.1
h11t9,16,12,4,0,25.0%,208.3
h11t7,16,7,9,0,56.3%,-70.3
h10t8,16,7,9,0,56.3%,-50.3
h17t4,16,6,10,0,62.5%,142.8
h7t8,15,5,10,0,66.7%,-70.3
h6t3,15,9,6,0,40.0%,41.2
h11t3,15,6,9,0,60.0%,-34.3
h14t5,15,3,12,0,80.0%,-424.1
h4t4,15,6,9,0,60.0%,-130.9
h11t4,14,4,10,0,71.4%,-88.4
h11t2,14,7,7,0,50.0%,101.3
h7t3,14,10,4,0,28.6%,119.8
h8t4,14,7,7,0,50.0%,15.1
h7t7,13,4,9,0,69.2%,-24.5
h12t8,13,3,10,0,76.9%,-306.8
h6t4,13,5,8,0,61.5%,-212.6
h12t6,12,4,8,0,66.7%,-216.8
h11t1,12,12,0,0,0.0%,488.0
h6t7,12,8,4,0,33.3%,192.7
h6t5,12,4,8,0,66.7%,44.3
h8t7,12,3,9,0,75.0%,-268.2
h10t6,12,3,9,0,75.0%,-240.7
h16t5,12,3,9,0,75.0%,-286.3
h1t4,11,7,4,0,36.4%,193.1
h11t6,11,5,6,0,54.5%,-141.0
h14t4,11,7,4,0,36.4%,174.5
h2t5,11,6,5,0,45.5%,-41.5
h8t6,9,0,9,0,100.0%,-373.1
h10t4,9,6,3,0,33.3%,496.2
h10t3,8,6,2,0,25.0%,296.4
h1t5,7,1,6,0,85.7%,-167.1
h8t5,7,2,5,0,71.4%,-172.4
h10t5,7,3,4,0,57.1%,1.3
h2t4,5,2,3,0,60.0%,-324.0
h8t3,5,2,3,0,60.0%,-41.6
h16t4,4,2,2,0,50.0%,106.3
h17t5,4,2,2,0,50.0%,-51.8
h17t6,4,1,3,0,75.0%,-1106.8
h2t3,3,1,2,0,66.7%,137.7
h16t3,2,1,1,0,50.0%,-382.0
h17t7,2,1,1,0,50.0%,-41.5
h1t7,1,0,1,0,100.0%,-918.0
h1t6,1,0,1,0,100.0%,-151.0
h17t9,1,0,1,0,100.0%,-65.0
h16t2,1,0,1,0,100.0%,-32.0

HEX OCCUPANCY HEATMAP
Hex ID,Times Played,P1 Wins,P2 Wins,P1 Win %,Avg Move Number
0,2700,1082,1612,40.1%,13.4
1,2700,1082,1612,40.1%,9.1
2,2700,1082,1612,40.1%,9.2
3,2700,1082,1612,40.1%,10.6
4,2700,1082,1612,40.1%,7.4
5,2700,1082,1612,40.1%,11.1
6,2700,1082,1612,40.1%,7.5
7,2700,1082,1612,40.1%,7.5
8,2700,1082,1612,40.1%,9.4
10,2700,1082,1612,40.1%,9.4
11,2700,1082,1612,40.1%,7.6
12,2700,1082,1612,40.1%,7.6
13,2700,1082,1612,40.1%,11.0
14,2700,1082,1612,40.1%,7.5
15,2700,1082,1612,40.1%,10.7
16,2700,1082,1612,40.1%,9.2
17,2700,1082,1612,40.1%,9.3
18,2700,1082,1612,40.1%,13.6

COUNTER-MOVE ANALYSIS (P2 Responses to P1 Openings)
P1 Opening,P2 Response,Games,P1 Wins,P2 Wins,Draws,P2 Win %
h4t1,h6t1,29,2,27,0,93.1%
h4t1,h6t2,8,3,5,0,62.5%
h4t1,h7t9,4,0,4,0,100.0%
h4t1,h7t8,3,1,2,0,66.7%
h4t1,h7t4,1,0,1,0,100.0%
h4t1,h1t4,1,1,0,0,0.0%
h4t1,h12t9,1,0,1,0,100.0%
h4t1,h1t5,1,0,1,0,100.0%
h4t1,h2t4,1,0,1,0,100.0%
h4t1,h11t8,1,1,0,0,0.0%
h4t2,h6t1,18,5,13,0,72.2%
h4t2,h6t2,5,1,4,0,80.0%
h4t2,h7t8,5,2,3,0,60.0%
h4t2,h2t9,3,2,1,0,33.3%
h4t2,h1t3,2,0,2,0,100.0%
h4t2,h1t4,2,1,1,0,50.0%
h4t2,h7t9,2,0,2,0,100.0%
h4t2,h12t1,1,0,1,0,100.0%
h4t2,h12t6,1,1,0,0,0.0%
h4t2,h7t7,1,0,1,0,100.0%
h4t2,h2t3,1,0,1,0,100.0%
h4t2,h7t4,1,0,1,0,100.0%
h4t2,h11t4,1,0,1,0,100.0%
h4t2,h1t5,1,1,0,0,0.0%
h4t2,h12t8,1,0,1,0,100.0%
h4t2,h11t9,1,1,0,0,0.0%
h4t2,h7t6,1,0,1,0,100.0%
h4t2,h12t3,1,1,0,0,0.0%
h4t2,h2t6,1,0,1,0,100.0%
h4t2,h1t1,1,1,0,0,0.0%
h4t3,h1t1,12,5,7,0,58.3%
h4t3,h1t2,4,1,3,0,75.0%
h4t3,h2t8,3,1,2,0,66.7%
h4t3,h2t9,3,2,1,0,33.3%
h4t3,h12t3,3,2,1,0,33.3%
h4t3,h1t3,3,0,3,0,100.0%
h4t3,h6t1,3,2,1,0,33.3%
h4t3,h11t2,2,1,1,0,50.0%
h4t3,h6t2,2,0,2,0,100.0%
h4t3,h12t5,2,1,1,0,50.0%
h4t3,h2t7,2,0,2,0,100.0%
h4t3,h6t8,1,1,0,0,0.0%
h4t3,h7t2,1,1,0,0,0.0%
h4t3,h7t5,1,0,1,0,100.0%
h4t3,h7t3,1,1,0,0,0.0%
h4t3,h12t8,1,0,1,0,100.0%
h4t3,h12t4,1,1,0,0,0.0%
h4t3,h1t7,1,0,1,0,100.0%
h4t3,h12t2,1,1,0,0,0.0%
h4t3,h1t5,1,0,1,0,100.0%
h4t3,h7t6,1,0,1,0,100.0%
h4t3,h1t4,1,1,0,0,0.0%
h4t4,h1t1,11,8,3,0,27.3%
h4t4,h2t9,4,0,4,0,100.0%
h4t4,h7t3,3,0,3,0,100.0%
h4t4,h1t2,3,1,2,0,66.7%
h4t4,h7t6,2,1,1,0,50.0%
h4t4,h2t7,2,1,1,0,50.0%
h4t4,h11t8,2,0,2,0,100.0%
h4t4,h6t9,2,0,2,0,100.0%
h4t4,h2t8,2,0,2,0,100.0%
h4t4,h11t5,1,1,0,0,0.0%
h4t4,h1t6,1,0,1,0,100.0%
h4t4,h1t4,1,0,1,0,100.0%
h4t4,h12t9,1,1,0,0,0.0%
h4t4,h11t1,1,1,0,0,0.0%
h4t4,h11t4,1,0,1,0,100.0%
h4t4,h12t5,1,1,0,0,0.0%
h4t4,h6t8,1,0,0,1,0.0%
h4t4,h2t6,1,0,1,0,100.0%
h4t4,h7t4,1,1,0,0,0.0%
h4t4,h11t7,1,0,1,0,100.0%
h4t4,h6t7,1,1,0,0,0.0%
h4t4,h11t6,1,0,1,0,100.0%
h4t4,h7t5,1,1,0,0,0.0%
h4t4,h6t3,1,1,0,0,0.0%
h4t4,h1t5,1,0,1,0,100.0%
h4t4,h6t1,1,1,0,0,0.0%
h4t4,h12t7,1,0,1,0,100.0%
h4t4,h7t7,1,1,0,0,0.0%
h4t5,h1t1,13,6,7,0,53.8%
h4t5,h2t9,7,2,5,0,71.4%
h4t5,h2t8,6,2,4,0,66.7%
h4t5,h1t3,3,0,3,0,100.0%
h4t5,h1t2,3,1,2,0,66.7%
h4t5,h6t8,2,2,0,0,0.0%
h4t5,h2t7,2,0,2,0,100.0%
h4t5,h12t8,2,1,1,0,50.0%
h4t5,h6t5,1,1,0,0,0.0%
h4t5,h12t2,1,1,0,0,0.0%
h4t5,h12t7,1,1,0,0,0.0%
h4t5,h12t3,1,1,0,0,0.0%
h4t5,h7t6,1,1,0,0,0.0%
h4t5,h11t5,1,0,1,0,100.0%
h4t5,h11t7,1,1,0,0,0.0%
h4t5,h11t2,1,1,0,0,0.0%
h4t5,h7t5,1,0,1,0,100.0%
h4t5,h12t9,1,1,0,0,0.0%
h4t5,h7t7,1,1,0,0,0.0%
h4t5,h7t9,1,1,0,0,0.0%
h4t6,h1t1,21,13,8,0,38.1%
h4t6,h2t9,8,2,6,0,75.0%
h4t6,h2t8,5,1,4,0,80.0%
h4t6,h7t1,3,3,0,0,0.0%
h4t6,h1t2,2,1,1,0,50.0%
h4t6,h11t8,2,1,1,0,50.0%
h4t6,h6t9,1,1,0,0,0.0%
h4t6,h11t9,1,1,0,0,0.0%
h4t6,h1t3,1,1,0,0,0.0%
h4t6,h7t6,1,1,0,0,0.0%
h4t6,h11t3,1,1,0,0,0.0%
h4t6,h7t4,1,0,1,0,100.0%
h4t6,h7t2,1,0,1,0,100.0%
h4t6,h12t6,1,0,1,0,100.0%
h4t6,h12t2,1,1,0,0,0.0%
h4t7,h1t1,15,3,12,0,80.0%
h4t7,h2t9,9,1,8,0,88.9%
h4t7,h1t2,4,1,3,0,75.0%
h4t7,h2t8,4,0,4,0,100.0%
h4t7,h6t7,3,1,2,0,66.7%
h4t7,h6t8,3,3,0,0,0.0%
h4t7,h2t6,3,1,2,0,66.7%
h4t7,h12t4,2,2,0,0,0.0%
h4t7,h6t9,2,1,1,0,50.0%
h4t7,h2t7,1,0,1,0,100.0%
h4t7,h7t4,1,0,1,0,100.0%
h4t7,h7t1,1,1,0,0,0.0%
h4t7,h7t2,1,1,0,0,0.0%
h4t7,h1t3,1,0,1,0,100.0%
h4t8,h1t1,25,5,20,0,80.0%
h4t8,h2t9,9,0,9,0,100.0%
h4t8,h2t8,4,0,4,0,100.0%
h4t8,h2t6,2,0,2,0,100.0%
h4t8,h7t1,2,2,0,0,0.0%
h4t8,h1t2,2,1,1,0,50.0%
h4t8,h1t3,2,1,1,0,50.0%
h4t8,h11t7,1,1,0,0,0.0%
h4t8,h12t3,1,0,1,0,100.0%
h4t8,h6t9,1,1,0,0,0.0%
h4t8,h2t7,1,0,1,0,100.0%
h4t9,h1t1,26,2,24,0,92.3%
h4t9,h1t2,7,3,4,0,57.1%
h4t9,h2t9,7,0,7,0,100.0%
h4t9,h2t8,3,1,2,0,66.7%
h4t9,h7t1,2,2,0,0,0.0%
h4t9,h11t1,1,1,0,0,0.0%
h4t9,h7t2,1,1,0,0,0.0%
h4t9,h2t7,1,0,1,0,100.0%
h4t9,h6t8,1,1,0,0,0.0%
h4t9,h7t3,1,1,0,0,0.0%
h6t1,h1t1,21,0,21,0,100.0%
h6t1,h8t1,11,0,11,0,100.0%
h6t1,h4t1,10,1,9,0,90.0%
h6t1,h8t2,4,0,4,0,100.0%
h6t1,h1t2,2,0,2,0,100.0%
h6t1,h1t3,1,0,1,0,100.0%
h6t1,h4t2,1,0,1,0,100.0%
h6t2,h1t1,20,1,19,0,95.0%
h6t2,h4t1,6,3,3,0,50.0%
h6t2,h8t1,6,0,6,0,100.0%
h6t2,h1t2,5,1,4,0,80.0%
h6t2,h8t2,3,0,3,0,100.0%
h6t2,h11t3,2,0,2,0,100.0%
h6t2,h1t3,1,0,1,0,100.0%
h6t2,h8t4,1,0,1,0,100.0%
h6t2,h7t5,1,0,1,0,100.0%
h6t2,h11t6,1,0,1,0,100.0%
h6t2,h4t2,1,0,1,0,100.0%
h6t2,h7t1,1,1,0,0,0.0%
h6t2,h14t5,1,0,1,0,100.0%
h6t2,h14t6,1,0,1,0,100.0%
h6t3,h1t1,22,8,14,0,63.6%
h6t3,h1t2,5,2,3,0,60.0%
h6t3,h4t1,3,0,3,0,100.0%
h6t3,h11t1,2,2,0,0,0.0%
h6t3,h7t2,2,2,0,0,0.0%
h6t3,h8t1,2,2,0,0,0.0%
h6t3,h8t2,2,2,0,0,0.0%
h6t3,h7t9,2,2,0,0,0.0%
h6t3,h4t2,1,0,1,0,100.0%
h6t3,h8t7,1,1,0,0,0.0%
h6t3,h4t6,1,1,0,0,0.0%
h6t3,h14t3,1,0,1,0,100.0%
h6t3,h7t5,1,0,1,0,100.0%
h6t3,h14t7,1,0,1,0,100.0%
h6t3,h7t1,1,1,0,0,0.0%
h6t3,h14t1,1,1,0,0,0.0%
h6t3,h1t3,1,0,1,0,100.0%
h6t3,h8t4,1,1,0,0,0.0%
h6t4,h1t1,18,8,10,0,55.6%
h6t4,h1t2,5,0,5,0,100.0%
h6t4,h1t3,4,1,3,0,75.0%
h6t4,h8t1,3,3,0,0,0.0%
h6t4,h8t9,2,2,0,0,0.0%
h6t4,h11t4,2,0,2,0,100.0%
h6t4,h8t2,2,2,0,0,0.0%
h6t4,h4t1,1,0,1,0,100.0%
h6t4,h4t5,1,1,0,0,0.0%
h6t4,h14t7,1,0,1,0,100.0%
h6t4,h4t3,1,1,0,0,0.0%
h6t4,h7t5,1,1,0,0,0.0%
h6t4,h14t9,1,0,1,0,100.0%
h6t4,h4t2,1,1,0,0,0.0%
h6t4,h4t6,1,1,0,0,0.0%
h6t4,h7t6,1,1,0,0,0.0%
h6t4,h8t3,1,0,1,0,100.0%
h6t4,h11t2,1,0,1,0,100.0%
h6t4,h11t3,1,0,1,0,100.0%
h6t4,h8t4,1,0,1,0,100.0%
h6t4,h14t2,1,0,1,0,100.0%
h6t5,h1t1,13,10,3,0,23.1%
h6t5,h1t2,5,3,2,0,40.0%
h6t5,h4t8,5,3,2,0,40.0%
h6t5,h7t2,3,3,0,0,0.0%
h6t5,h4t9,2,2,0,0,0.0%
h6t5,h1t3,2,2,0,0,0.0%
h6t5,h14t4,1,1,0,0,0.0%
h6t5,h11t1,1,1,0,0,0.0%
h6t5,h14t3,1,1,0,0,0.0%
h6t5,h4t5,1,0,1,0,100.0%
h6t5,h11t9,1,1,0,0,0.0%
h6t5,h11t3,1,1,0,0,0.0%
h6t5,h8t2,1,0,1,0,100.0%
h6t5,h4t4,1,0,1,0,100.0%
h6t5,h14t7,1,0,1,0,100.0%
h6t5,h8t4,1,1,0,0,0.0%
h6t5,h11t2,1,0,1,0,100.0%
h6t5,h8t9,1,1,0,0,0.0%
h6t5,h14t5,1,0,1,0,100.0%
h6t5,h8t8,1,0,1,0,100.0%
h6t5,h4t6,1,1,0,0,0.0%
h6t5,h7t6,1,0,1,0,100.0%
h6t5,h11t7,1,0,1,0,100.0%
h6t5,h4t1,1,0,1,0,100.0%
h6t5,h1t4,1,0,1,0,100.0%
h6t5,h4t3,1,1,0,0,0.0%
h6t6,h1t1,10,9,1,0,10.0%
h6t6,h1t2,7,5,2,0,28.6%
h6t6,h14t2,3,2,1,0,33.3%
h6t6,h7t9,3,3,0,0,0.0%
h6t6,h8t8,3,3,0,0,0.0%
h6t6,h7t2,2,2,0,0,0.0%
h6t6,h14t8,2,1,1,0,50.0%
h6t6,h14t3,2,1,1,0,50.0%
h6t6,h1t3,2,1,1,0,50.0%
h6t6,h4t9,2,1,1,0,50.0%
h6t6,h4t8,2,2,0,0,0.0%
h6t6,h8t6,1,0,1,0,100.0%
h6t6,h4t5,1,0,1,0,100.0%
h6t6,h8t9,1,1,0,0,0.0%
h6t6,h7t1,1,1,0,0,0.0%
h6t6,h1t4,1,1,0,0,0.0%
h6t6,h14t7,1,0,1,0,100.0%
h6t6,h11t7,1,0,1,0,100.0%
h6t6,h4t6,1,0,1,0,100.0%
h6t6,h7t5,1,1,0,0,0.0%
h6t6,h7t4,1,0,1,0,100.0%
h6t6,h11t5,1,1,0,0,0.0%
h6t6,h11t4,1,1,0,0,0.0%
h6t7,h1t1,8,4,4,0,50.0%
h6t7,h1t2,6,4,2,0,33.3%
h6t7,h4t5,3,2,1,0,33.3%
h6t7,h8t8,3,1,2,0,66.7%
h6t7,h4t9,3,3,0,0,0.0%
h6t7,h11t8,2,2,0,0,0.0%
h6t7,h8t7,2,0,2,0,100.0%
h6t7,h14t2,2,1,1,0,50.0%
h6t7,h14t9,1,1,0,0,0.0%
h6t7,h7t5,1,1,0,0,0.0%
h6t7,h4t6,1,1,0,0,0.0%
h6t7,h11t7,1,1,0,0,0.0%
h6t7,h14t3,1,0,1,0,100.0%
h6t7,h4t7,1,0,1,0,100.0%
h6t7,h14t1,1,1,0,0,0.0%
h6t7,h4t1,1,0,1,0,100.0%
h6t7,h8t9,1,1,0,0,0.0%
h6t7,h7t4,1,1,0,0,0.0%
h6t7,h1t3,1,1,0,0,0.0%
h6t7,h4t8,1,1,0,0,0.0%
h6t7,h14t4,1,1,0,0,0.0%
h6t7,h4t4,1,1,0,0,0.0%
h6t7,h7t6,1,1,0,0,0.0%
h6t7,h11t5,1,0,1,0,100.0%
h6t7,h11t1,1,1,0,0,0.0%
h6t7,h1t5,1,0,1,0,100.0%
h6t7,h7t2,1,1,0,0,0.0%
h6t7,h8t4,1,1,0,0,0.0%
h6t7,h7t1,1,1,0,0,0.0%
h6t8,h1t1,7,3,4,0,57.1%
h6t8,h4t7,4,4,0,0,0.0%
h6t8,h14t2,3,2,1,0,33.3%
h6t8,h4t9,3,3,0,0,0.0%
h6t8,h1t2,3,0,3,0,100.0%
h6t8,h8t8,3,1,2,0,66.7%
h6t8,h4t5,2,2,0,0,0.0%
h6t8,h8t9,2,1,0,1,0.0%
h6t8,h7t7,2,0,2,0,100.0%
h6t8,h1t3,2,1,1,0,50.0%
h6t8,h8t4,2,1,1,0,50.0%
h6t8,h8t5,2,0,2,0,100.0%
h6t8,h1t4,1,0,1,0,100.0%
h6t8,h11t4,1,0,1,0,100.0%
h6t8,h7t3,1,0,1,0,100.0%
h6t8,h14t3,1,0,1,0,100.0%
h6t8,h4t6,1,0,1,0,100.0%
h6t8,h7t4,1,0,1,0,100.0%
h6t8,h8t7,1,0,1,0,100.0%
h6t8,h11t7,1,0,1,0,100.0%
h6t8,h7t6,1,1,0,0,0.0%
h6t8,h4t3,1,0,1,0,100.0%
h6t8,h1t5,1,0,1,0,100.0%
h6t8,h11t2,1,1,0,0,0.0%
h6t8,h4t8,1,1,0,0,0.0%
h6t8,h11t5,1,0,1,0,100.0%
h6t8,h14t6,1,1,0,0,0.0%
h6t9,h4t8,8,6,2,0,25.0%
h6t9,h1t1,7,3,4,0,57.1%
h6t9,h1t2,5,2,3,0,60.0%
h6t9,h4t9,4,4,0,0,0.0%
h6t9,h8t9,3,1,2,0,66.7%
h6t9,h4t7,3,2,1,0,33.3%
h6t9,h8t8,3,1,2,0,66.7%
h6t9,h1t4,3,3,0,0,0.0%
h6t9,h8t7,2,1,1,0,50.0%
h6t9,h7t2,2,2,0,0,0.0%
h6t9,h7t1,2,2,0,0,0.0%
h6t9,h1t3,1,0,1,0,100.0%
h6t9,h7t3,1,1,0,0,0.0%
h6t9,h11t9,1,1,0,0,0.0%
h6t9,h1t5,1,0,1,0,100.0%
h6t9,h11t1,1,1,0,0,0.0%
h6t9,h14t7,1,1,0,0,0.0%
h6t9,h8t6,1,0,1,0,100.0%
h6t9,h11t5,1,1,0,0,0.0%
h7t1,h10t7,7,1,6,0,85.7%
h7t1,h4t9,7,1,6,0,85.7%
h7t1,h10t8,4,0,4,0,100.0%
h7t1,h2t8,4,0,4,0,100.0%
h7t1,h2t7,3,0,3,0,100.0%
h7t1,h10t9,3,0,3,0,100.0%
h7t1,h4t7,3,0,3,0,100.0%
h7t1,h4t8,2,0,2,0,100.0%
h7t1,h6t6,2,0,2,0,100.0%
h7t1,h4t6,2,0,2,0,100.0%
h7t1,h2t6,2,0,2,0,100.0%
h7t1,h12t3,2,0,2,0,100.0%
h7t1,h2t9,2,0,2,0,100.0%
h7t1,h10t6,2,0,2,0,100.0%
h7t1,h12t2,1,0,1,0,100.0%
h7t1,h6t9,1,0,1,0,100.0%
h7t1,h6t5,1,0,1,0,100.0%
h7t1,h14t9,1,0,1,0,100.0%
h7t1,h6t8,1,0,1,0,100.0%
h7t2,h2t7,8,1,7,0,87.5%
h7t2,h2t9,4,0,4,0,100.0%
h7t2,h4t9,3,3,0,0,0.0%
h7t2,h2t8,3,1,2,0,66.7%
h7t2,h4t6,2,0,2,0,100.0%
h7t2,h10t9,2,1,1,0,50.0%
h7t2,h14t3,2,1,1,0,50.0%
h7t2,h14t8,2,0,2,0,100.0%
h7t2,h4t7,2,0,2,0,100.0%
h7t2,h10t7,2,0,2,0,100.0%
h7t2,h12t2,2,1,1,0,50.0%
h7t2,h10t5,2,1,1,0,50.0%
h7t2,h4t5,1,1,0,0,0.0%
h7t2,h2t6,1,0,1,0,100.0%
h7t2,h2t5,1,1,0,0,0.0%
h7t2,h14t7,1,0,1,0,100.0%
h7t2,h12t4,1,0,1,0,100.0%
h7t2,h12t3,1,1,0,0,0.0%
h7t2,h14t6,1,0,1,0,100.0%
h7t2,h2t4,1,0,1,0,100.0%
h7t2,h10t6,1,1,0,0,0.0%
h7t2,h6t6,1,0,1,0,100.0%
h7t2,h10t8,1,1,0,0,0.0%
h7t2,h6t5,1,0,1,0,100.0%
h7t2,h14t9,1,1,0,0,0.0%
